sample_idx,method,true_label,true_label_name,predicted_label,predicted_label_name,predicted_confidence,deletion_auc,insertion_auc,robustness_pearson_mean,robustness_rank_corr_mean,robustness_topk_iou_mean,correct
443,gradcam,2,sad,2,sad,0.692254900932312,0.601269206404686,0.5991829812526703,0.8530169810498259,0.8263325417715726,0.5969616977225674,1
443,lime,2,sad,2,sad,0.692254900932312,0.5756539523601532,0.6969398200511931,0.9193989523261192,0.8880614061304181,0.7285354932644317,1
443,shap,2,sad,2,sad,0.692254900932312,0.5260236471891403,0.6836129546165467,0.6472447879886951,0.700784777412095,0.6183116762809379,1
461,gradcam,3,surprise,3,surprise,0.3326646387577057,0.39285712689161306,0.1813841752707958,0.7253536425204865,0.7349856946669717,0.5021765796392661,1
461,lime,3,surprise,3,surprise,0.3326646387577057,0.12175263836979866,0.6325446978211403,0.5577282514450781,0.7617994934230689,0.345636562721881,1
461,shap,3,surprise,3,surprise,0.3326646387577057,0.1322903335094452,0.7178607374429702,0.7171250644547849,0.8458678910867773,0.3321154538568864,1
482,gradcam,0,neutral,1,happy,0.9672909379005432,0.7483758568763733,0.8828534781932831,0.9639819606892195,0.9437102311741817,0.7330841404358353,0
482,lime,0,neutral,1,happy,0.9672909379005432,0.3952881991863251,0.9539196550846099,0.9411808721656758,0.9511195385912157,0.9183785211465919,0
482,shap,0,neutral,1,happy,0.9672909379005432,0.4475356966257096,0.947657322883606,0.9827516503877846,0.5948712875931894,0.891826280588629,0
2378,gradcam,1,happy,1,happy,0.9624287486076355,0.7816234230995178,0.9606894075870513,0.9088251416344708,0.9050200274662394,0.6510775351917604,1
2378,lime,1,happy,1,happy,0.9624287486076355,0.7353777617216111,0.9099135220050811,0.8444390722426809,0.6217205604572585,0.2850899961710419,1
2378,shap,1,happy,1,happy,0.9624287486076355,0.7623797655105591,0.9500647008419036,0.9536486611895457,0.9222428448086308,0.755393586005831,1
2405,gradcam,1,happy,1,happy,0.9804738759994507,0.6233078166842461,0.8459088534116744,0.9152648108809206,0.8885673208972305,0.6763068104933335,1
2405,lime,1,happy,1,happy,0.9804738759994507,0.27940366193652155,0.9450293660163879,0.9984413472121947,0.9119026400166634,0.7610827299567957,1
2405,shap,1,happy,1,happy,0.9804738759994507,0.2658320665359497,0.9455436944961548,0.9975009791820817,0.8309025329873991,0.9575969196344936,1
2447,gradcam,6,anger,5,disgust,0.3819591999053955,0.2051320467144251,0.4444646134972573,0.8453061154095005,0.806366445410849,0.5607276119402985,0
2447,lime,6,anger,5,disgust,0.3819591999053955,0.11417337916791441,0.4615496978163719,0.8992930808840771,0.9334890347517749,0.540434112691478,0
2447,shap,6,anger,5,disgust,0.3819591999053955,0.13413258679211143,0.46453452482819557,0.8273008273192344,0.7914229874066846,0.6898146650689059,0
2735,gradcam,3,surprise,3,surprise,0.9318251609802246,0.8802922278642654,0.38337815403938286,0.9305935491511013,0.8756124113069352,0.7301765565664693,1
2735,lime,3,surprise,3,surprise,0.9318251609802246,0.6993806749582292,0.6175002053380013,0.9857848549828991,0.9605281132971168,1.0,1
2735,shap,3,surprise,3,surprise,0.9318251609802246,0.8131881177425385,0.6102131143212318,0.6181730574889189,0.705205329810743,0.5337411920238804,1
2796,gradcam,5,disgust,5,disgust,0.6172104477882385,0.2697228798642755,0.2505162417888641,0.9501953539572036,0.8667090581368735,0.748699558987777,1
2796,lime,5,disgust,5,disgust,0.6172104477882385,0.13949412293732166,0.5579448081552982,0.28811464600285497,0.1315275488508058,0.4375715238278586,1
2796,shap,5,disgust,5,disgust,0.6172104477882385,0.13090172708034517,0.2479741398245096,0.7332645552044345,-0.11124051970731777,0.15123836290180923,1
3652,gradcam,2,sad,2,sad,0.40384140610694885,0.4678631484508514,0.42196697592735294,0.8533977938602421,0.7680325875486382,0.6099059561128526,1
3652,lime,2,sad,2,sad,0.40384140610694885,0.3995708003640175,0.5254727572202682,0.9135382226827685,0.9803169890428567,0.9649220489977729,1
3652,shap,2,sad,2,sad,0.40384140610694885,0.4686410814523697,0.43284052461385725,0.7904704187006187,0.7960456783073852,0.4630976912789436,1
4015,gradcam,4,fear,6,anger,0.37335896492004395,0.2397048369050026,0.31344207674264907,0.9516521816717418,0.9385980773632412,0.7553837465674087,0
4015,lime,4,fear,6,anger,0.37335896492004395,0.0765017293393612,0.31836495399475095,0.9362374504857455,0.9958757614046654,1.0,0
4015,shap,4,fear,6,anger,0.37335896492004395,0.10409971177577973,0.3230331093072891,0.968459567818889,0.7696714871351781,0.39107285761683935,0
4161,gradcam,4,fear,5,disgust,0.8548717498779297,0.4577785409986973,0.6935997247695923,0.9407718341782292,0.83482218471046,0.6964257911680447,0
4161,lime,4,fear,5,disgust,0.8548717498779297,0.15616929084062578,0.7192453905940056,0.8237593190141375,0.4643385196096738,0.6090530203120144,0
4161,shap,4,fear,5,disgust,0.8548717498779297,0.1504051022231579,0.68466849476099,0.8123449960219272,0.7787034521674008,0.6375677215374616,0
4178,gradcam,5,disgust,5,disgust,0.8119988441467285,0.29588242843747137,0.7698306411504746,0.9562865170039837,0.9029411764705882,0.7654300127876675,1
4178,lime,5,disgust,5,disgust,0.8119988441467285,0.3339183509349823,0.7998420059680938,0.8459602667696584,0.6400521158386742,0.859353764422741,1
4178,shap,5,disgust,5,disgust,0.8119988441467285,0.4286259546875954,0.7756741553544997,0.7165844732894364,0.5944628359958367,0.5554351164544918,1
4235,gradcam,0,neutral,3,surprise,0.28605395555496216,0.03970394656062126,0.15249369516968728,0.8303253134618025,0.8100706683451591,0.5437296213176495,0
4235,lime,0,neutral,3,surprise,0.28605395555496216,0.03134748749434948,0.41098709180951126,0.9891129337347925,0.94047341027488,0.7367717909365635,0
4235,shap,0,neutral,3,surprise,0.28605395555496216,0.031708390917629004,0.3488501608371735,0.9795944985742912,0.9890520522676136,0.5647882727243305,0
4589,gradcam,6,anger,5,disgust,0.6045044660568237,0.1144368052482605,0.5126076839864254,0.8729971613878889,0.8681689173723963,0.6650766877727389,0
4589,lime,6,anger,5,disgust,0.6045044660568237,0.41218125913292175,0.26588707771152253,0.47672088825184866,0.3663447520618758,0.1942058187341043,0
4589,shap,6,anger,5,disgust,0.6045044660568237,0.20059204138815406,0.30206758156418795,0.7901213745155065,0.770437878145743,0.5511838391768615,0
